,userName,rating,isEdited,title,review,date,appname
2816,AndrasN,1,FALSE,Withholds product information,"This app shows less information about a product than the corresponding website does. Entire sections of the product info, like Technical Details, are omitted, without any indication of the omission, and without any option to reveal the omitted info. Given that the objective of shopping online is to gather information about products, this flaw makes the use of the app frustrating to the extent that users would be better off by not using it.",17/05/2018 5:28,amazon
2817,Skipast,1,FALSE,Can’t buy anything since the last couple updates,About two updates ago a and continuing with this current version I cannot get into my cart to make purchases. Every time my Face ID try’s to log me in I get a message saying “something went wrong. Please try again.” I’ve also tried logging out but I get the same message when I do that. Essentially I’m stuck in a constant loop of logged in enough to add things to my cart but not enough to actually buy anything through the app,04/05/2018 10:51,amazon
2818,kmb929,2,FALSE,Only OK,"The iPad app is not nearly as inclusive as the website or even the iPhone app.  Account settings are quite hidden.  To update my credit card information I had to go to about 4 different places within the app. It should all be in one common place.  Additionally, photos of reviews are not easily accessible at the top of reviews as they are on the website.  Very disappointed that such a huge corporation has such a lacking app.",08/04/2018 19:23,amazon
2819,Hello Amazon!,3,FALSE,New updated needed,Some products have a video and when the new update those videos no longer play on the iPad. I thought it was just me so I restarted my iPad. Today I was looked at a totally different product and the same thing happens; when I click the video the screen goes all white and it takes me back to the home page. It’s frustrating,31/01/2018 12:31,amazon
2820,Gif Pmac,5,FALSE,Mr,"You customer service people are second to none. The phone is always answered quickly, no waiting on hold and problem is handled satisfactorily and expeditiously. Your returns are handled easier than any company I have ever dealt with. Thank you.",30/11/2022 22:47,amazon
2821,MikeMustang,5,FALSE,Amazon….why I buy,"The selection is inclusive of almost every product in the category. The delivery is quicker than anybody else including the manufacturer, and the return policy gives me confidence that I will not be hassled if I have to return it.",13/07/2022 23:33,amazon
2822,gshrdhdhdh,1,FALSE,Glitching,"This app keeps buying me the same product that’s already been delivered, I canceled it multiple times but still didn’t work it’s making me very upset how this app is not functioning properly. Seriously I would not recommend getting this app if it’s gonna buy you the same product and take your money away. If the package comes to my house after I canceled it I will never buy anything from this app ever again.",06/10/2022 15:35,amazon
2823,CassBabs,3,FALSE,Please fix the issues,"When I look at a suggested product from the app, I can see the product and price, and then the screen goes white in the app. I hit the back button and the suggested item is gone. This started In 2022, I believe. I am on an iOS and have removed and reinstalled the app multiple times 😕",21/09/2022 4:59,amazon
2824,TarantinoK1500,2,FALSE,App is Buggy,"Most annoying thing about this app is trying to scroll through products, and then the screen randomly goes blank. Then I have to go back, wait for it to reload, scroll back down to find the product again, and hope it doesn’t go blank again (which it can). It’s been very consistent, and it’s been very annoying.",17/09/2022 13:21,amazon
2825,JoAnnMcKenzie,1,FALSE,Images don’t load correctly,"App is getting worse and worse. When looking at images many/most times they won’t load. Also if moving back and forward in search results the back link always takes you back to the top of the search results and not where you left off 

We should get this app functioning correctly especially after jacking up the prime membership!!",14/09/2022 9:46,amazon
2826,Roritttoooo,5,FALSE,Most amazing thing in my life after my kids,I have been a costumer with you guys for over 10 years and I literally order everything from amazing whether it’s clothes or houseware even food ingredients!!! I live on here ;);),08/04/2022 21:58,amazon
2827,zzzzzzzzzzzzffffffffffkkkkkk,1,FALSE,Search engines,"I am so tired of putting things in the search and getting things that have nothing to do with my search.
I search girls clothing, I see even baby things thrown in. I search a size of clothing, there are always other sizes that aren’t anywhere near what I am searching.
I just put in trump hate stickers, I got a few, and then many President Biden hate stickers. 
Give me what I search for!!!, not the additional items you think I should want!!!",09/05/2022 16:16,amazon
2828,artgirl73,2,FALSE,Update made things worse,"The most recent update made it so that when I click on an item, after a moment or two, the page disappears and I can't see anything. I can page back and see my results but clicking on the product again, it disappears after a moment. Makes it really inconvenient to order on mobile.",02/05/2022 1:02,amazon
2829,noworriessasa,2,FALSE,Used to be better,"Is anyone else so disappointed and annoyed by the overload of ads on Pinterest now?! I used to love Pinterest because it wasn’t like other social media platforms with constant ads, promotions, and crap I didn’t ask to see.  That  has definitely changed. Still a great place to find stuff, just miss not having being bombarded with all the extra crap.",21/04/2022 2:11,amazon
