,title,userName,date,developerResponse,rating,review,isEdited
74,Price and time of delivery,Melv'z,2022-09-23 02:13:59,"{'id': 32205170, 'body': 'Hello , Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! 💛💛\r\n', 'modified': '2022-09-24T11:22:09Z'}",5,I love shopping online with NAMSHI for it was cheap and quality products and speedy delivery. Long live NAMSHI.,False
75,Didn’t receive a product I bought,Fomonthebeat,2022-01-31 07:36:49,"{'id': 27782698, 'body': ""Hello, We are extremely sorry about the shopping experience you've had with us , We assure you that this isn't the experience we intend to provide . Can you please contact us on care@namshi.com and will do our best to assist you , Thanks🌹\r\n"", 'modified': '2022-02-01T11:01:27Z'}",1,I have ordered once and one of the products didn’t reach me and I have contacted them several times. In the end I lost hope and they didn’t give me the product I payed for.,False
76,Hamed,biltaji1992,2021-03-30 05:36:22,"{'id': 21978115, 'body': 'Hello, Please accept our apologies for any inconvenience , Kindly contact us through (care@namshi.com) to assist you in the best way possible , Have a blessed day 🌹', 'modified': '2021-03-31T18:57:14Z'}",1,"worst app ever, you cancelled one item without sending any message only an email, you notified me that you will refund within 2 days and it’s 6 days and you still didn’t refund the money ... hope there is 0 star",False
77,The cost,76os,2019-03-26 17:16:45,"{'id': 7985506, 'body': 'Hey, We would like to inform you that Namshi provides 100% authentic products with prices that matches the local market not to mention the free delivery service and replacement within 14 days, Thanks,', 'modified': '2019-03-31T11:17:41Z'}",3,"The products are really coool no doubts i almost found more than i expected & plus .!! 
I got shook in the prices of each product i hope it will be reduced ,,!",False
78,The worst shopping app on ipad,AlaaBlume93,2019-11-24 09:19:18,"{'id': 12467407, 'body': 'We aim to deliver the best experience on our app. If you are facing any issues, please write to us at https://bit.ly/2ICETmY. We will definitely help you. Thanks. ', 'modified': '2019-12-18T12:59:50Z'}",1,A lot of technical issues and whenever i press on an item it doesn’t allow me to click on other items i have to restart the app and go back to the page i was on. It freezes as well.,False
79,No wonder why i have never used NAMSHI,Pavaner,2021-08-29 16:54:35,"{'id': 24816029, 'body': 'Hello, Please accept our apologies for any inconvenience you have experienced, Kindly contact us through (care@namshi.com) to assist you in the best way possible, Have a blessed day 🌹\r\n', 'modified': '2021-08-31T03:32:25Z'}",1,"First, your inventory isn’t linked to all your products
Second your promo offers turn out to be false advertising after you’ve spent time selecting items
Third- no customer support",False
80,fast,z1qqo,2022-07-19 08:22:18,"{'id': 31004973, 'body': '""Hi! We are glad that you like our app. We\'d appreciate if you have any recommendations/suggestions for us to get a 5-star rating. Thank you very much.\n""', 'modified': '2022-07-20T23:48:53Z'}",4,Found the items I’m looking for and got a fast Deleviry,False
81,App reload,Boo1233456,2022-04-24 23:03:33,"{'id': 29393025, 'body': 'Hello, We are extremely sorry to hear about your concern regarding your recent experience. This is certainly something we would want to deep dive into. Kindly share your contact number on our email id: care@namshi.com and we will get back to you shortly\r\n', 'modified': '2022-04-26T03:45:07Z'}",2,"Leaving the app for less than a second, will redirect you to the welcome page. I lost many searches. I prefer to use the browser.",False
82,One of the best shopping apps,abdallahrifaii,2021-12-13 05:21:15,"{'id': 26825624, 'body': 'Hi, thank you for the awesome rating. We really appreciate it. See you soon 💛💛\r\n', 'modified': '2021-12-14T11:09:11Z'}",5,"Genuine, easy to order and fast delivery 👌🏻",False
83,Bad Service,b33l0,2021-11-08 10:33:56,"{'id': 26179111, 'body': 'Hello, we are extremely sorry about the issue you had with us, this is not the experience that we intend to provide. Can you please share your registered mobile number to our email id: care@namshi.com and will do our best to assist you. Thanks', 'modified': '2021-11-09T22:47:55Z'}",1,"What a bad application 
The horrible thing that I paid and then I got message from namshi it Sayes they have canceled my order because they can’t reach to me 
When I tried to call them they server end the call 🤣 
What a shame",False
84,The worst service,shrouqion,2021-05-10 01:44:50,"{'id': 22822682, 'body': 'Thanks for sharing your comment. We are sorry that your experience did not match your expectations. This was an uncommon situation and we will do it better, and we want the opportunity to further investigate your comment. Could you email us at care@namshi.com and we will work with you to resolve any issues as quickly as possible.', 'modified': '2021-05-15T15:07:32Z'}",1,"It has no improved their services and the picture has no clear to color and size, no reviews from people that’s an important thing for shopping app!!!! The delivery has too late 
App worst as bad",False
85,Complaint,esraasamir,2021-12-20 12:58:46,"{'id': 26975767, 'body': 'Hello, we are sorry to hear that and we apologize very much for the problem you encountered. Please note that we always strive to provide the best service to our valued customers. Please provide us with the order data and the problem you faced via e-mail care@namshi.com and our specialized team will assist you to the fullest, Thanks\r\n', 'modified': '2021-12-21T16:34:08Z'}",1,One of the most disgusting and the unprofessional online shopping places as well as I don't advise anyone to purchase from them as no one is responding to my calls and no one is calling me back to solve my issue,False
86,Perfect,Maryam .M,2017-11-10 16:54:33,,5,I’m in love 😍 with namshi services and products every thing is perfect as I home they add bed covers section that will be great 👍🏻,False
87,Shipping to the US?,Mennnna,2018-08-03 15:49:29,"{'id': 4521468, 'body': 'Hello, we regret to inform you global/international shipping is not available yet through Namshi application. However, we advise you to use Namshi.com through Google Chrome browser. Thank you', 'modified': '2018-08-04T23:27:26Z'}",4,I downloaded the app and it asks me to pick my country but i do not see a united states option? i,False
88,Twice payment,hiritymeto,2018-11-21 12:09:16,"{'id': 6536123, 'body': 'Hello, you can reach out to our champs for any assistance on service@namshi.com or 971 800626744 and we will be more than happy to help you out. Thanks.', 'modified': '2018-12-24T22:03:35Z'}",1,They collected twice from my visa I cancelled one order then I got the other one but I’m still looking to get my 175 payment back I don’t really care if it will go to my card or to my credit in NAMSHI so I can order other things but please I took long time .,False
89,Good luck and keep going,khalaf alqubaisi,2018-04-13 11:48:45,"{'id': 3132451, 'body': 'Your most welcome :)', 'modified': '2018-04-14T20:53:09Z'}",5,Thank you for every thing,False
90,Namshi,Ms.Nayla,2021-06-28 15:13:18,"{'id': 23678393, 'body': 'Hello Siwaaraa, We are extremely happy to hear from you, your kinds words encourage us to improve, Happy Shopping.', 'modified': '2021-06-30T14:18:12Z'}",5,"Great App, easy to use & it has a huge collection",False
91,Excellent,nh817,2020-07-22 14:40:40,"{'id': 16900218, 'body': 'Hello, Thank you for your feedback, we will take it in consideration and pass it to the concerned team, Thanks :)', 'modified': '2020-07-27T12:46:15Z'}",3,"Fast delivery but we need more details about the sizes mentioned in centimeters or inches , also we need reviews of each product please",False
92,Very good service,MSN6,2021-05-24 18:09:05,"{'id': 23022758, 'body': 'We are so obliged by your 5-star review. Thanks for sharing your rating with us and the community.', 'modified': '2021-05-26T12:06:19Z'}",5,The best part is how fast the delivery will be received.,False
93,Great but I don’t want this order tomorrow I want it by next week Sunday,maryjane nke,2020-03-17 00:06:24,"{'id': 14080986, 'body': 'Thank you feel free to call us on this number 00971800626744 so we can assist you better!', 'modified': '2020-03-18T09:23:50Z'}",5,Great,False
